animal,pagina,tipo_texto,texto
Chingolo zorruno,847,mating,"Los gorriones zorruno anidan en zonas boscosas del norte de Canadá y el oeste de Norteamérica, desde Alaska hasta California. Anidan en un lugar resguardado en el suelo o a poca altura en árboles o arbustos. Un nido suele contener de dos a cinco huevos de color verde pálido a blanco verdoso moteados de marrón rojizo."
Tortolita mexicana,852,habbit,"Las Tortolitas mexicanas suelen encontrarse en pequeñas bandadas o en parejas. Pasan la mayor parte del tiempo en el suelo comiendo semillas y granos. Son sensibles al frío y han desarrollado varios comportamientos que les ayudan a sobrevivir, como posarse cerca de otras palomas, formar una pirámide en un lugar soleado y protegido, mirando a favor del viento, acurrucarse con las plumas esponjadas, ala con ala, un ave sobre la espalda de otra. Pueden formar pirámides de dos o tres filas durante aproximadamente una hora. También se asolearán levantando un ala y rodando un poco hacia un lado. Luego ruedan hacia atrás y levantan la otra ala. Una Tortolita mexicana también puede bajar su temperatura corporal, evitando así los efectos de las bajas temperaturas nocturnas. Estas aves tienen un vuelo rápido y espasmódico. Sus alas crean un ruido de traqueteo silencioso al despegar. Por lo general, su canto de arrullo se escucha cuando están subidas en una rama alta. Incluso cuando otros pájaros no hacen ningún ruido, continúan arrullando para anunciar sus territorios."
Tortolita mexicana,852,appearance,"La pequeña Tortolita mexicana es una paloma del Nuevo Mundo de apariencia única. Cada pluma tiene dos tonos de gris, siendo la parte principal de color gris claro y la punta de un gris más oscuro, lo que da al ave una Apariencia escamosa. Su cola está bordeada de plumas blancas. En vuelo, esta paloma despliega la cola en abanico para que se vean los bordes blancos. En vuelo, también pueden verse las manchas castañas de las alas. Los juveniles tienen una Apariencia similar a la de sus padres, pero carecen de los bordes escamosos de las plumas y tienen los ojos amarillos en lugar de rojo oscuro, y también carecen de primarias de color castaño."
Tortolita mexicana,852,mating,"Las Tortolitas mexicanas son monógamas y se cree que las parejas se emparejan de por vida. Cuando corteja, el macho se pavonea, se inclina, menea la cabeza y arrulla a la hembra. Mantiene la cola vertical mientras abanica las plumas de la cola, mostrando sus marcas blancas y negras. Un macho intruso puede ser retado a pelear. Entonces los dos machos se agazapan uno frente al otro y emiten gruñidos, antes de luchar por la hembra. La Tortolita mexicana cría y construye nidos durante todo el año. El macho trae hierbas y ramitas para que la hembra haga el nido, una frágil plataforma de palos entrelazados sin apretar, forrada de hierbas. Puede estar en lo alto de un arbusto espinoso o de un árbol. Se ponen 2 huevos, que son incubados por ambos padres durante 12-14 días. Las crías son alimentadas con ""leche de paloma"" (leche de buche) durante unos días. Los padres crían a las crías durante 7-9 días, abandonando éstas el nido a los 12-16 días. Entonces los padres comienzan otra nidada mientras las crías se unen a una bandada de juveniles. Estas palomas pueden tener varias nidadas cada año si las condiciones son favorables."
Colibrí coliancho,853,habbit,"El Colibrí coliancho es parcialmente migratorio. Algunas poblaciones pasan el invierno en el sur de México o Guatemala y regresan a su zona de cría en primavera. Algunas poblaciones del sur de México y Guatemala no migran y son sedentarias. Los Colibríes colianchos son aves Solitarias y muy Territoriales. Son activos durante el día y a menudo se les ve revoloteando sobre las flores alimentándose de néctar. Las hembras nidificantes también suelen capturar insectos al vuelo. Estos pequeños pájaros se comunican con varios sonidos diferentes. Su llamada suena como un agudo ""cheet"" y se repite ""cheet cheet cheet cheet..."". También se ha descubierto que el batir de alas de los colibríes es una señal de comunicación. Estas aves producen dos tipos diferentes de sonido con el batir de sus alas. El primero es un ""zumbido de alas"" y se produce simplemente cuando el colibrí vuela. Este tipo de batir de alas tiene un sonido que oscila entre 35 y 100 Hz, y ambos sexos son capaces de producirlo para comunicarse. El segundo es el ""trino de alas"" producido principalmente por los machos durante las exhibiciones de cortejo. El trino de alas produce un zumbido y puede ser oído a 50 m de distancia por otros machos y a 75 m por otras hembras. Este sonido se produce cuando el aire pasa rápidamente a través de las 9ª y 10ª plumas primarias. En un experimento, las aves sin este trino alar perdieron su territorio más fácilmente frente a aves más agresivas."
Colibrí coliancho,853,appearance,"Los colibríes coliancho son sexualmente dimórficos. Los machos tienen un gorjal metálico de color rosa iridiscente, lados y dorso de color verde con algo de color rufo en la cola. Las hembras son menos coloridas, carecen de un gorjal completo y exhiben costados de color beige y un dorso verde. Las hembras son más grandes que los machos, pero la masa corporal puede variar durante el transcurso de un día según la ingesta de néctar. Los machos jóvenes parecen hembras adultas y son difíciles de distinguir."
Colibrí coliancho,853,mating,Los colibríes de cola ancha tienen un sistema de apareamiento promiscuo en el que el macho y la hembra solo interactúan para la cópula. Los machos pueden aparearse con hasta seis hembras en una temporada. Los machos cortejan a las hembras haciendo una serie de exhibiciones de buceo.
Garcilla hindú,854,habbit,"Habita cerca del agua dulce, salobre o salada. Realiza sus nidos en los árboles o arbustos, puede llegar a poner de 3 a 5 huevos y puede ocurrir que a alguno de los dos padres se le coloreen las patas de un color rojo antes o durante la incubación. Se alimentan de peces, insectos y anfibios pequeños. Es una especie muy común en India dónde se muestra a menudo bastante dócil y es fácilmente accesible. Puede verse a menudo buscar alimento alrededor de los montones de la basura en las afueras de pueblos, así como en los hábitats más naturales."
Garcilla hindú,854,appearance,"En invierno los adultos tienen el cuello corto, y en verano su cuello se estira y se hace mucho más largo. Cuando llega a su edad madura puede alcanzar de 45 a 50 cm de alto."
Garcilla hindú,854,mating,"La temporada de cría comienza con el inicio de los monzones. Anidan en pequeñas colonias, a menudo con otras aves zancudas, normalmente en plataformas de palos en árboles o arbustos. La mayoría de los nidos se construyen a una altura de unos 9 a 10 m en grandes árboles frondosos. El macho recoge el material del nido mientras la hembra lo construye. Se ponen de tres a cinco huevos. Los huevos eclosionan de forma asíncrona, tardando entre 18 y 24 días en eclosionar. Ambos padres alimentan a las crías. La Dieta principal de las crías es el pescado. Los lugares de nidificación que no se alteran pueden reutilizarse año tras año."
"Chorlito dorado asiático,",855,habbit,"Los Chorlitos dorados asiáticos son diurnos y buscan alimento individualmente o en bandadas en la vegetación corta, a lo largo de las playas o en las llanuras mareales. Cazan por avistamiento caminando rápidamente con paradas regulares para escudriñar la zona. Cuando localizan la presa, los chorlitejos picotean el barro y desentierran su alimento. Para comunicarse entre sí, los Chorlitos dorados asiáticos utilizan un meloso ""quee-lee-lee"" y su canto consiste en una serie de lentos silbidos con breves pausas."
"Chorlito dorado asiático,",855,appearance,"El adulto mide de veintitrés a veintiséis centímetros de largo y presenta un plumaje de color dorado y negro en la cabeza, espalda y alas. Su cara y cuello son negros con un borde blanco, y el frente, las ancas y las patas también son negras. En invierno pierde el plumaje oscuro y lo reemplaza por otro más amarillento en la cara, con partes bajas de color blanco. Es similar a los otros dos chorlitos dorados, el chorlito dorado común y el chorlo pampa. El asiático es de menor tamaño y tiene patas más largas que el común, Pluvialis apricaria, que también tiene plumas axilares blancas. Se asemeja muchísimo al pampa, Pluvialis dominica, y en un momento se los consideró de la misma especie.  El chorlito dorado asiático tiene complexión más delgada que la especie americana, una proyección primaria más corta y patas más largas, y un tono amarillo más vivo en su parte posterior."
"Chorlito dorado asiático,",855,mating,"Los Chorlitos dorados asiáticos son probablemente monógamos en serie y suelen formar parejas que sólo duran una temporada de cría. Con el inicio de la época de apareamiento, el macho realiza exhibiciones aéreas para atraer a la hembra. Las parejas reproductoras anidan en el suelo, en una zona abierta y seca. Su nido es una depresión poco profunda generalmente forrada de hojas, hierba o musgo. La hembra pone 4 huevos y ambos padres los incuban durante 23-25 días. Los pollos son Precoz y son capaces de abandonar el nido poco después de nacer. Ambos progenitores conducen a sus crías a una zona de alimentación donde se alimentan solos pero atendidos por los adultos. Los jóvenes Chorlitos dorados asiáticos salen del nido entre los 26 y 28 días."
Abejaruco australiano,856,habbit,"Como todos los abejarucos, los abejarucos australianos son aves muy sociables. Cuando no crían duermen juntos en grandes grupos en matorrales densos o en grandes árboles."
Abejaruco australiano,856,appearance,"Los abejarucos australianos son aves brillantemente coloreadas que llegan a tener 18 a 20 cm de largo incluyendo las largas plumas de la cola. La espalda superior y las alas son verdes, y la espalda inferior y las cobertoras debajo de la cola son de color azul brillante. Los lados inferiores de las alas y las plumas primarias de vuelo son rojizas con la punta negra, y el color de la cola va de negro a violeta oscuro. Las dos plumas centrales de la cola son más largas que las restantes y en la hembra son más largas que en el macho. La coronilla en la cabeza, la garganta, el pecho y el vientre son de color amarillento pálido. Tienen también un pechero negro y una banda negra cubre los ojos que son rojos."
Abejaruco australiano,856,mating,"La estación reproductiva es antes y después de la estación lluviosa en el norte, y de noviembre a enero en el sur. Se piensa que los Abejarucos australianos se aparean de por vida. El macho le trae a la hembra insectos mientras ella excava la madriguera que será su nido. Cava la madriguera balanceándose sobre sus alas y patas, y escarbando con el pico, y expulsando hacia atrás el suelo suelto con las patas mientras se balancea sobre el pico. La hembra puede excavar unos 8 cm cada día. El túnel del nido es muy estrecho, y el cuerpo del ave entra tan apretadamente entre las paredes que cuando entra y sale el cuerpo funciona como un pistón, bombeando aire fresco al interior y sacando el aire viciado. Se conoce de abejarucos australianos que han compartido su madriguera con otra pareja e incluso con otras especies de aves. La hembra pone entre 3 y 7 huevos blancos, que son incubados unos 24 días hasta la eclosión. Las crías dejan el nido a los 30 días y son alimentadas por ambos padres, así como por cualquier otro joven abejaruco mayor que no haya encontrado pareja o la haya perdido. Se conoce que los sapos Bufo marinus depredan los polluelos."
Cisne cuellinegro,859,habbit,"Estos cisnes son aves muy sociales y gregarias fuera de la época de cría. Se vuelven territoriales durante la época de cría y se dividen en parejas apareadas, anidando en pequeñas colonias o como parejas solitarias, pero se reagrupan una vez que las crías han nacido, llegando cada bandada a contar con miles de aves. De bandadas pueden desplazarse en función del clima y de los recursos, pero suelen permanecer en el sur de Sudamérica hasta migrar hacia el norte. Los cisnes cuellinegros son diurnos y pasan la mayor parte del tiempo en el agua. Si los machos necesitan defender su territorio, muestran un comportamiento agresivo como bajar el cuello y echar la cabeza hacia delante. Después de luchar batiendo las alas, el macho regresa triunfante hacia la hembra, levantando continuamente la barbilla y llamando."
Cisne cuellinegro,859,appearance,"No hay dimorfismo sexual en el plumaje aunque sí en el tamaño siendo el macho más grande que la hembra, presentando la carúncula roja más desarrollada, en la base del pico. Este es el cisne más pequeño del género Cygnus, tiene una longitud total de 102 a 124 cm. Una vez que son adultos, el plumaje de la cabeza y cuello es negro excepto por una línea blanca que corre del pico al centro del ojo y se extiende hacia la parte posterior de la cabeza. El resto del plumaje es blanco. La piel facial es roja al igual que la carúncula que le crece sobre el pico. Las patas son rosadas. Mudan las plumas anualmente, al final de temporada de cría y antes de la migración hacia el norte. Vive en cautiverio unos 7 años, hay registros de 20 años de vida."
Cisne cuellinegro,859,mating,"En época no reproductiva son sociables, terminada la temporada de cría se agrupan por miles, anidando en pequeñas colonias, dispersas o en forma solitaria."
Elanio australiano,860,habbit,"Su nido es de ramas, tapizado con hojas verdes. Pone de 3 a 4 huevos; la incubación dura de 29 a 34 días. Los pichones abandonan el nido a las cinco o seis semanas."
Elanio australiano,860,appearance,Mide de 35 a 38 centímetros de longitud y de 80 a 95 centímetros de envergadura. Los adultos son de color gris pálido con la cabeza y el vientre blancos y los hombros negros.
Elanio australiano,860,mating,"Los milanos australianos forman parejas monógamas. Las exhibiciones aéreas de cortejo implican vuelos en círculos elevados individuales y mutuos, y el macho puede volar con las alas en alto aleteando rápidamente, lo que se conoce como vuelo de aleteo. Los machos cortejadores se lanzan en picado hacia la hembra, alimentándola en pleno vuelo. La hembra agarra la comida de las garras del macho con las suyas mientras se voltea boca abajo. Pueden entrelazar las garras y caer hacia abajo en una versión ritualizada del agarre, pero se sueltan justo antes de aterrizar. Todas las exhibiciones de cortejo van acompañadas de llamadas constantes. La época de cría suele ser de agosto a enero, pero responde a las poblaciones de ratones, y algunas parejas crían dos veces en una buena temporada. Ambos sexos recogen material para el nido, pero sólo la hembra lo construye. El nido es una gran taza desordenada y poco profunda de palos y tarda entre 2 y 6 semanas en construirse. Se construye con ramitas finas y se forra con hojas verdes y pelo afelpado. Generalmente se encuentra en la copa de un árbol aislado o expuesto en un País abierto, elevado de 5 a 20 m (16 a 66 pies) o más sobre el suelo. La hembra pone 3-4 huevos de color blanco opaco, de forma oval cónica y con manchas de color marrón rojizo. Incuba los huevos durante 30 días y cuando los polluelos salen del cascarón están indefensos pero tienen un suave plumón cubriéndoles el cuerpo. Durante las dos primeras semanas aproximadamente la hembra cría a los polluelos constantemente, tanto de día como de noche. El periodo de nidificación dura unos 36 días, y el posterior al emplume al menos 36 días, con alimentación parental durante al menos 22 días. Cuando los pollos son mayores ambos progenitores se turnan para alimentarlos. Las crías son completamente adultas y están listas para volar en 5 semanas. A la semana de abandonar el nido, los jóvenes son capaces de cazar ratones por sí solos."
Carancho,867,habbit,"Es un ave oportunista, que puede alimentarse de carroña, con frecuencia se le puede observar comiendo animales que han sido atropellados en la carretera. Responde a la actividad humana, específicamente a la disponibilidad de carroña, por lo que se ve beneficiado por los campos ganaderos campos bajo pastoreo, que resulta en una mayor disponibilidad de alimento. Aunque a menudo se considera erróneamente  que sólo se alimenta de carroña, también puede cazar: aprovecha insectos, y también pequeños mamíferos y aves. Pueden hacer caza cooperativa para predar sobre aves de mayor tamaño, como coscorobas o garzas moras; también roba huevos de nidos. En los grandes centros urbanos ayuda a controlar animales perjudiciales como ratas o palomas domésticas. Se lo ha registrado consumiendo y dispersando frutos de plantas, como la palmera Attalea phalerata.   Suele ser perseguido en zonas rurales pues ataca a los pollos. También puede agredir a terneros y corderos jóvenes o heridos, atacando los ojos, labios, y zona anal; de manera que la presa resulte progresivamente indefensa hasta que, finalmente, muere y es consumida.  En su vuelo alterna aleteos; también suele planear en círculos. Suele bajar a tierra con frecuencia y caminar más que otras aves rapaces. Emite un sonido áspero y fuerte: ""krak krak krak""."
Carancho,867,appearance,"Es un ave rapaz que mide entre 55 y 60 cm de largo. Presenta la parte superior de la cabeza negruzca, el resto de la misma y el cuello blanco grisáceo, y el dorso y pecho con líneas anchas pardas y blanco grisáceo. En vuelo se le observa una mancha alar clara y la cola blanquecina que termina con una banda negra. La piel de la cara es desnuda, rasgo típico de las aves carroñeras. Se lo puede separar del similar Caracara cheriway por tener C. plancus más extendido el barrado pectoral, por tener amarronadas y a menudo ligeramente moteado-barradas las escapulares (todas negruzcas en C. cheriway), y por tener la parte trasera del dorso pálida y con barrado oscuro (negruzco uniforme en C. cheriway). Ejemplares que muestran características intermedias son conocidos de una pequeña área de contacto entre ambas en el centro-norte de Brasil, pero la intergradación entre las dos especies es limitada en general."
Carancho,867,mating,"Construye su nido en árboles o matorrales utilizando ramas, pasto y pelos. El aspecto del nido suele ser muy desordenado."
Tortolita diamante,869,habbit,"Las Tortolitas diamantes son una especie diurna y suelen verse en pequeños grupos o parejas, forrajeando en el suelo. Comen las semillas de hierbas y pastos, permaneciendo cerca del agua. Cuando se alimentan, caminan sedentariamente pero pueden correr rápidamente, con la cola levantada, cuando se les molesta. Sus llamadas son un ""arrullo"" lúgubre y lento, repetido a veces dos veces, seguido a veces de un arrullo largo-corto-largo. Emiten unos breves y fuertes arrullos cuando se alarman. Cuando vuelan, sus alas emiten a veces un silbido ""frrr""."
Tortolita diamante,869,appearance,"Las Tortolitas diamante, originarias de Australia continental, son las palomas más pequeñas que se dan en la naturaleza y son un poco más grandes que un canario. Pueden identificarse fácilmente por su pequeño tamaño, los anillos rojos de sus ojos y las manchas pálidas de sus alas. Sus partes superiores son principalmente de color marrón grisáceo y sus vientres son cremosos, con manchas blancas distintivas en las alas superiores de bordes negros. Existen numerosas variaciones en las variedades de color de las Tortolitas diamante, siendo el plateado el más popular. Otras coloraciones son el blanco total, el gris oscuro, el marrón, el amarillo, el rojo, el canela y el pied."
Tortolita diamante,869,mating,"Se sabe poco sobre el sistema de apareamiento de las Tortolitas diamantes. Sin embargo, al igual que ocurre con otras especies de palomas y tórtolas, las tórtolas diamantes pueden ser monógamas en serie, cuando las parejas permanecen juntas durante una sola temporada de cría, o monógamas, cuando las parejas se aparean de por vida. Los machos elegirán un lugar para anidar y cortejarán a las hembras arrullándolas con el pico en el suelo mientras extienden las plumas de la cola. También pueden dar comida a una pareja potencial y a menudo hincharán las plumas y se pavonearán delante de las hembras. Las Tortolitas diamantes dentro de su área de distribución natural pueden criar en cualquier época del año, pero la mayor parte de la actividad de apareamiento se observa después de fuertes lluvias. Los nidos son una pequeña plataforma endeble de tallos de hierba o ramitas finas en un árbol matorral o un arbusto bajo. Los huevos pueden verse a través del material del nido. Normalmente se ponen dos huevos blancos y el periodo de incubación es de 13 a 14 días. Ambos padres incuban y nunca dejan los huevos desatendidos. También ambos alimentan a las crías. Los pollos crecen rápido y suelen estar completamente emplumados y ser capaces de volar a las dos semanas."
Vencejo negro,877,habbit,"Estas aves migran fuera de Norteamérica después de la temporada de cría. Aún no está claro dónde pasan el invierno la mayoría de las aves, aunque se ha seguido el rastro de algunas de ellas hasta el sur de Brasil, migrando allí desde Colorado. Algunas de las aves de las Antillas parecen ser residentes permanentes. Son migrantes de primavera tardía al área de cría, y los de Colorado no llegan hasta finales de mayo o junio. Ocasionalmente se ven grandes bandadas de migrantes en primavera y otoño, pero sólo muy raramente lejos del sur del área de cría estadounidense."
Vencejo negro,877,appearance,"En vuelo, estas aves se asemejan a un puro volador con alas largas, delgadas y curvadas. El plumaje es en su mayor parte de un gris oscuro con hollín. Hay cierto contraste entre las partes internas y externas del ala. Los hombros son de un color claramente más oscuro que Otras partes del ala. Tienen la cola corta y ligeramente ahorquillada."
Vencejo negro,877,mating,"Su hábitat de cría suele estar asociado al agua. La mayoría de las veces anidan en acantilados altos, ya sea sobre el oleaje del Océano o detrás o junto a cascadas. El nido está hecho de ramitas y musgo pegados con barro. También utilizarán helechos y algas si están disponibles. El tamaño de la puesta es de un huevo y la incubación dura entre 23 y 27 días. Las crías recién eclosionadas son probablemente alimentadas varias veces al día, pero los polluelos de más edad suelen ser alimentados una sola vez al día por cada progenitor, casi siempre al atardecer. Los adultos pasan la noche posados en el lugar del nido o cerca de él."
Momoto cejiazul,882,habbit,"Los Momoto cejiazul son aves no migratorias activas durante el día. Son más llamativos que Otros motmots, ya que a menudo se posan al aire libre en alambres y vallas. Desde estas perchas, escudriñan en busca de presas, como insectos y pequeños reptiles. Los Momoto cejiazul son aves sociales; viven en parejas o en pequeños grupos pero anidan en grandes colonias. Por lo general son tranquilas, pero durante la época de cría estas aves se vuelven muy vocales. Su reclamo común es nasal, graznante y lejano."
Momoto cejiazul,882,appearance,"Esta es un ave relativamente pequeña, del tamaño de un puño de una persona adulta, en promedio mide 34 cm de largo y pesa unos 65 gramos. Tiene el cuerpo mayoritariamente verde con la espalda y el vientre rojizo y además presenta diversas tonalidades de verde, celeste tornasol, blanco, amarillo, anaranjado y negro. Posee una raya azul pálido sobre el ojo, asemejando un antifaz y en la garganta una marca vertical negra con un margen azul. Las plumas de vuelo y la superficie superior de la cola también son azules. Un rasgo muy llamativo y característico es que de su cola sobresalen dos largas plumas con el raquis desnudo y largo y pluma ancha al final, simulando dos raquetas grandes, como las de muchos otros momotos, pero los astiles son más largos. Muchas veces, sobre todo cuando están alarmados, mueve su cola como un péndulo de un lado a otro, de allí su apodo yucateco ""pájaro reloj"". Es comúnmente conocido en Yucatán como ""pájaro toh"".  El grito es un graznido nasal, ""cwawcaca"" o ""cwaanhoho"", algunas veces se repite y se puede oír de lejos."
Momoto cejiazul,882,mating,"Construye su nido en áreas calizas o dentro de la tierra, haciendo un hueco ubicado al lado de un camino, un río o quebrada. Pone de 3 a 5 huevos blancos depositados directamente sobre el suelo en una madriguera en una loma o a veces en una pedrera, donde son incubados. Se reproducen entre mayo y junio."
Kiwi moteado mayor,884,habbit,"El Kiwi moteado mayor es Generalmente solitario y sólo puede verse en parejas durante la época de cría. Son aves muy agresivas; las parejas defienden sus grandes territorios frente a otros kiwis y llamarán, perseguirán o lucharán para expulsar a los intrusos. El Kiwi moteado mayor es Nocturno y duerme durante el día en madrigueras que construye. Pueden existir hasta cincuenta madrigueras en el territorio de un ave y a menudo se desplazan, permaneciendo en una madriguera diferente cada día. Por la noche, salen para alimentarse. Para encontrar a sus presas, las aves utilizan sus habilidades olfativas o sienten las vibraciones causadas por el movimiento de sus presas. Para hacer esto último, un kiwi clava el pico en el suelo y luego lo utiliza para escarbar en la tierra. El Kiwi moteado mayor se comunica entre sí mediante gruñidos, silbidos y chasquidos de pico. Los machos tienen un reclamo que se asemeja a un silbido gorjeante, mientras que el de las hembras es áspero, ronco y también gorjeante."
Kiwi moteado mayor,884,appearance,"El Kiwi moteado mayor es un Ave no voladora originaria de Nueva Zelanda. Es el mayor de los kiwis. Los ojos de esta ave son pequeños y no ve bien, ya que confía sobre todo en su olfato. Las patas son cortas, con tres dedos por pie. Tiene un plumaje compuesto de plumas suaves, parecidas a pelos, que carecen de plumas posteriores. El plumaje puede ir del gris carbón al marrón claro. El Kiwi moteado mayor tiene grandes bigotes alrededor de la boca y carece de cola, sólo un pequeño píleo. El nombre común de esta ave proviene de las manchas negras de sus plumas."
Kiwi moteado mayor,884,mating,"El Kiwi moteado mayor es monógamo y forma parejas que a veces duran hasta veinte años. La época de cría comienza en junio y termina en marzo, ya que es cuando abunda la comida. Los machos persiguen a las hembras hasta que éstas huyen o se aparean. Antes de la puesta de huevos, hay un periodo de gestación que dura alrededor de 1 mes. Debido al gran tamaño del huevo, la gestación es incómoda para la hembra y no se mueven mucho. Se pone un solo huevo en la madriguera, normalmente entre agosto y enero. El macho incuba el huevo mientras la hembra vigila el nido. El macho abandona el nido sólo durante unas horas para cazar, y durante este tiempo, la hembra toma el relevo. El huevo tarda entre 75 y 85 días en eclosionar. El polluelo es Precoz; nace con los ojos abiertos y completamente emplumado. Los padres no lo alimentan y no cuidan de su cría. A los 10 días, el polluelo empieza a salir de la madriguera para cazar y permanecerá con sus padres unos 12 meses. Los machos suelen alcanzar la madurez reproductiva a los 18 meses en cautividad, mientras que las hembras son capaces de poner huevos a los 3 años."
Porrón islándico,891,habbit,"Son migratorias y la mayoría pasa el invierno en aguas costeras protegidas o en aguas interiores abiertas. El Porrón islándico, junto con muchas Otras especies de patos marinos, dependen de los estuarios costeros urbanizados como lugares importantes en sus patrones migratorios. Estos estuarios proporcionan excelentes lugares de invernada y de parada durante la migración de los patos. Es una especie errante extremadamente rara en Europa occidental y en el sur de Norteamérica. Estas aves buceadoras buscan alimento bajo el agua. Se alimentan de insectos Acuáticos, crustáceos y vegetación de estanque. Los principales alimentos de la Dieta del ave son el Gammarus oceanicus y el Calliopius laeviusculus, ambos crustáceos marinos. Gran parte de su Dieta consiste en mejillones y gasterópodos. El Porrón islándico se considera una especie de ave arborícola porque gran parte de su nidificación la realiza en cavidades que encuentra en árboles maduros. También anidan en madrigueras o en lugares protegidos del suelo. El Porrón islándico tiende a no compartir hábitat con el mucho más numeroso Porrón osculado común. El Porrón islándico tiende a ser Territorial con otras aves que se aventuran en sus dominios. Esto es especialmente cierto entre los patos. Pueden producirse enfrentamientos en forma de lucha. Las dragas suelen hacer una forma de exhibición Territorial a lo largo de los límites de su territorio. Esto ocurre tanto en tierra como en el agua. Estas exhibiciones territoriales tienen una duración media de unos 6 minutos y a menudo provocan que otros machos realicen su propio espectáculo."
Porrón islándico,891,appearance,"Los adultos tienen un aspecto similar al Porrón osculado. De media, los machos adultos miden 49 cm (19,2 in) y pesan 970 g (2,13 lb); las hembras suelen medir 43 cm (17 in) y pesar 590 g (1,31 lb). El Porrón islándico tiene una envergadura de 70-73 cm (27,6-28,7 pulgadas). Los machos adultos tienen la cabeza oscura con un brillo violáceo y una media luna blanca en la parte delantera de la cara. Las hembras adultas tienen el pico mayoritariamente amarillo. El macho de Porrón islándico se diferencia del macho de Porrón osculado común en que éste tiene unas manchas blancas redondas en la cara, menos negro en el dorso del ave, un brillo verdoso y un pico más grande. En cuanto a las hembras, el Porrón osculado común tiene la cabeza menos redondeada y un pico en el que sólo la punta es amarilla."
Porrón islándico,891,mating,"Se sabe muy poco sobre los lugares y patrones de reproducción del Porrón islándico. Tras la temporada de cría, las aves migran a lugares de muda específicos para someterse a la muda, la pérdida y regeneración de plumas que les hace estar sin volar entre 20 y 40 días. Estos lugares de muda suelen ser humedales más resistentes a la sequía y abundantes en alimento, además de estar menos influenciados por los humanos y los Depredadores."
Caracolero común,892,habbit,"Es un ave de humedales de agua dulce, que anida en arbustos o en el suelo. Pone de 3 a 4 huevos. Mide unos 45 cm de longitud y 120 cm de envergadura. Es una especie gregaria; forma grandes bandadas en invierno. El vuelo es lento, con la cabeza hacia abajo en busca de caracoles. Una vez localizado el caracol, lo captura y va a su rama favorita a comérselo.Con una pata se sujeta en la rama y en la otra sostiene al caracol. Mientras lo sostiene con la garra, con el pico hace un agujero en la concha, en la parte más inicial de la espira donde el caracol está retraído y por él lo extrae sin comerse el opérculo. Uno encuentra esparcidos por la orilla del río Paraná las conchas agujereadas y los opérculos, en montones. El caracolero común es una especie en peligro en los Everglades de Florida, con una población de menos de 400 parejas de cría. Se ha demostrado que el control artificial de los niveles de inundación en los Everglades está diezmando la población de caracol manzana. Aun así, por lo general, no se considera una especie amenazada en el resto de su área de distribución."
Caracolero común,892,appearance,"Las alas son largas, anchas y redondeadas. La cola es larga; el obispillo y las coberteras infracaudales son blancos. El pico, oscuro y muy ganchudo, es una adaptación a su dieta, que consiste casi exclusivamente en caracoles de laguna del género Pomacea (familia Ampullariidae; aunque también incorpora a su alimentación cangrejos y peces ). El macho adulto tiene el plumaje gris azulado oscuro, con las remeras más oscuras; las patas y la cera son rojas. La hembra adulta tiene el dorso castaño oscuro y el vientre pálido con muchas franjas; la cara es blanquecina con zonas más oscuras detrás y sobre el ojo; las patas y la cera son de color amarillo o naranja. Los inmaduros son similares a la hembra adulta, pero la corona presenta franjas."
Caracolero común,892,mating,"El sistema de apareamiento de los Caracoleros comunes es Desconocido; sin embargo, en mitad de la temporada de nidificación las hembras pueden abandonar a sus parejas y buscar otras nuevas con el fin de producir una nueva nidada. Pueden producir de 2 a 4 nidadas a lo largo del año. Los Caracoleros comunes anidan en colonias en arbustos o en el suelo. La hembra pone de 3 a 4 huevos y ambos padres los incuban en el plazo de un mes. Los pollos salen del nido a los 26-30 días de nacer y dependen de sus padres para alimentarse a los 2 meses de nacer. Los jóvenes Caracoleros comunes alcanzan la madurez reproductiva en su primer año de edad."
Grulla coronada cuellinegra,899,habbit,"La Grulla coronada cuellinegra vive generalmente en una zona definida, pero volará a diario y por temporadas varias decenas de kilómetros. En la estación seca (época no reproductora) se forman grandes bandadas de hasta varios cientos de aves. Durante la época de cría, una sola pareja anida en territorios de 0,5-1 kilómetros cuadrados. Principalmente diurnas, duermen por la noche paradas sobre una u otra pata, preferentemente en el agua. Las Grulla coronada cuellinegra suelen alimentarse por las mañanas y las tardes, con tiempo suficiente para otras actividades. Pasan mucho tiempo acicalándose, como todas las aves. Las grullas coronadas cuellinegras buscan comida solas, en parejas o con un pequeño grupo. Picotean en la superficie en lugar de excavar en el suelo. Durante las épocas más secas, tienden a alimentarse cerca del ganado, donde abundan los invertebrados. La vocalización de la Grulla coronada cuellinegra se caracteriza por expresiones generalmente graves y melosas de ""graznido"" y ""ka-wonk ka-wonk ka-wonk""."
Grulla coronada cuellinegra,899,appearance,"La Grulla coronada cuellinegra está cubierta de un plumaje negro o casi negro. Las alas tienen secciones blancas y doradas, y hay manchas de piel rojas y blancas en la cara, detrás del ojo. Bajo la cabeza hay una pequeña bolsa gular que puede producir ruidos estruendosos cuando se infla. Encima de la cabeza hay una corona dorada. Los ojos del ave son marrones y sus patas y pies negros. El pájaro joven es de color marrón grisáceo con la nuca y la corona marrones. Su cresta es de menor tamaño que la del adulto. Las partes superiores tienen plumas con bordes rufo. Es un ave majestuosa y elegante."
