animal,pagina,tipo_texto,texto
Mandril,76,mating,"El observador canadiense William Sommers; ha descubierto que, durante el cortejo,los machos siguen a las hembras, que dirigen la marcha. Los machos hacen algunos sonidos de cortejo, mostrando sus dientes y vocalizando ligeramente. Si a la hembra le gusta, orientará su trasero hacia el macho, el cual la montará y comenzará la cópula. Después la hembra se marcha."
Fosa,77,habbit,"La Fosa es un mamífero solitario que patrulla un territorio tan extenso como cuatro kilómetros cuadrados, marcando su presencia con el olor de su glándula anal. Es activo tanto de día como de noche y se considera Catemeral; los picos de actividad pueden producirse a primera hora de la mañana, a última hora de la tarde y a última hora de la noche. La Fosa pasa la mayor parte del tiempo en lo alto de los árboles, pero también se desplaza y caza en el suelo. Durante el día suelen descansar en una cueva, un árbol hueco o un termitero abandonado. Estos animales son notablemente ágiles tanto para saltar como para trepar, con gran ayuda de su larga y esbelta cola. Como se desplazan de un lugar a otro sobre sus suelas planas, esto les proporciona más estabilidad y equilibrio cuando realizan aterrizajes precarios sobre ramas. Las Fosas se comunican mediante sonidos, olores y señales visuales. Las vocalizaciones incluyen ronroneos, una llamada amenazadora y una llamada de miedo, consistente en ""inhalaciones y jadeos fuertes y gruesos repetidos"". Un aullido largo y agudo puede funcionar para atraer a otras Fosas."
Fosa,77,appearance,"Los fosas macho son ligeramente más grandes que las hembras, llegando a medir 80 centímetros de largo, más 90 centímetros de cola. Las hembras miden unos 10 centímetros menos. El peso es de 10 kilos en el caso de los machos y 7 en las hembras (en ocasiones pueden llegar a los 14 kg). Las orejas son amplias y el morro menudo. El pelaje es corto, entre leonado y rojizo. El cuerpo es alargado, musculoso y ágil. Los fosas pueden correr a gran velocidad por el suelo y subirse a los árboles asombrosamente rápido, gracias al extraordinario agarre de sus patas desnudas y provistas de garras retráctiles (característica típica de los felinos). Incluso pueden saltar de un árbol a otro como si se tratasen de pequeñas ardillas, con lo que raramente dejan escapar a su presa. De hábitos nocturnos, se alimenta de lémures y aves que a veces caza al vuelo. Cuando el fosa camina sobre el suelo, lo hace de forma plantígrada. Habitan en los bosques secos del centro y oeste de Madagascar, donde los árboles están espaciados entre sí, dejando abundante vegetación herbácea y arbustiva entre ellos. Son animales solitarios y territoriales que marcan su dominio gracias a las secreciones de potentes glándulas odoríferas."
Fosa,77,mating,"A pesar de su menor tamaño, las hembras son territoriales al igual que los machos y son ellas las que deciden a qué machos permiten aproximarse para reproducirse. En cualquier momento, la hembra desencantada puede retirarse, incluso en mitad del acoplamiento (algo muy doloroso para un fosa macho, pues su pene erecto, casi tan largo como el torso, puede quedarse enganchado). El número de crías varía en cada parto; éstas nacen desnudas y sin dientes y dependen completamente de su madre hasta que cumplen un año de edad. Hacia los tres años maduran completamente y pueden reproducirse."
Rinoceronte blanco,78,habbit,"Los rinocerontes blancos son probablemente los rinocerontes más sociables, formando grupos de hasta 14 individuos, aunque el tamaño de los grupos suele ser menor. Cada grupo ocupa un territorio de al menos 75-8 km2. Sus territorios varían mucho en función del tipo de hábitat y de la disponibilidad de recursos. Los rinocerontes blancos son criaturas sedentarias que rara vez se aventuran a salir de su territorio. Los machos dominantes de esta especie llevan vidas solitarias, defendiendo ferozmente sus territorios contra los machos intrusos. Sin embargo, las hembras y los juveniles pueden deambular libremente por sus áreas de distribución. El comportamiento Territorial se manifiesta mediante marcas como esparcir estiércol, rociar orina, arrastrar los pies, así como dañar las plantas con sus cuernos. Los rinocerontes blancos suelen tolerar a Otras especies. Aunque rara vez se pelean, estos mamíferos pueden en ocasiones entablar serios enfrentamientos, que incluyen exhibiciones como ligeros golpes con los cuernos y falsas embestidas. Los procedimientos diarios de estos mamíferos incluyen baños de barro, que les ayudan a refrescarse y a deshacerse de los parásitos. Las horas punta de su actividad difieren según las estaciones: durante el invierno son Diurnos, y en las estaciones de verano son Crepusculares."
Rinoceronte blanco,78,appearance,"El labio ancho y recto se debe a que este animal se alimenta preferentemente de hierbas que recoge del suelo, mientras que el rinoceronte negro lo hace de vegetación arbustiva. Gracias a esto las dos especies de rinocerontes africanos, por lo demás muy similares en hábitos, pueden coexistir en un mismo ecosistema. El apareamiento no se produce en una época específica, y las hembras paren una sola cría cada cuatro o cinco años, cuando ya ha madurado la anterior. El cuerno de los rinocerontes no es un cuerno verdadero como el de las vacas o el de los toros al no crecer del cráneo, ni un colmillo, como el de los hipopótamos, elefantes o jabalíes al no crecer de la boca. Es una dureza en la zona de la nariz y está formada por queratina el mismo material que forma uñas y pelo.  Así, si el cuerno se rompe en una pelea, puede llegar a regenerarse, llegando incluso a crecer 7 cm al año."
Rinoceronte blanco,78,mating,"Se sabe poco sobre el sistema de apareamiento de los rinocerontes blancos, aunque se sugiere que son poligínicos. Durante la época reproductiva, las hembras acuden a los territorios de los machos para aparearse. Los machos dominantes, solitarios, se aparean con cada hembra durante 1-3 semanas. El macho y la hembra pasan tiempo persiguiéndose, chocando los cuernos y comunicándose mediante diversas llamadas. Una vez transcurrido este periodo, la hembra se marcha. Los rinocerontes blancos pueden aparearse en cualquier época del año, aunque generalmente lo hacen durante los meses de verano y otoño. Nace una sola cría tras 16 meses de gestación. La cría recién nacida pesa aproximadamente 50 kg. El joven rinoceronte es bastante activo inmediatamente después de nacer. El destete se produce a los 1-2 años de edad. A los 2-3 años, el joven rinoceronte es expulsado por su madre, que vuelve a aparearse. Los machos de esta especie están listos para reproducirse a los 10-12 años, mientras que las hembras lo están antes, a los 6 años."
Sus scrofa domestica,79,habbit,"Los cerdos desarrollan complejas estructuras sociales, y a las tres semanas de nacidos comienzan a interactuar, jugando, con otros miembros de su comunidad. Es durante esta época cuando los cerdos desarrollan lazos sociales más fuertes con ciertos miembros de su comunidad, lazos que prevalecerán lo que dure su existencia."
Sus scrofa domestica,79,appearance,"El cerdo doméstico adulto tiene un cuerpo pesado y redondeado, hocico comparativamente largo y flexible, patas cortas con pezuñas (cuatro dedos) y una cola corta. La piel, gruesa pero sensible, está cubierta en parte de ásperas cerdas y exhibe una amplia variedad de colores y dibujos. A pesar de su apariencia son animales ágiles, rápidos e inteligentes. Adaptados mediante selección para la producción de carne, dado que crecen y maduran con rapidez, tienen un período de gestación corto, de unos ciento catorce días (tres meses, tres semanas y tres días), y pueden tener camadas muy numerosas. Son herbívoros en estado salvaje porque tienen una mandíbula preparada para vegetales. En su domesticación son omnívoros y se les da también carne, siempre picada, pero consumen una gran variedad de vegetales y restos orgánicos que contengan proteínas. Además de la carne, del cerdo también se aprovechan la piel (cuero) para hacer maletas, calzado y guantes, y las cerdas para confeccionar cepillos. Son también fuente primaria de grasa comestible saturada (manteca), aunque, en la actualidad, se prefieren las razas que producen carne magra. Además, proporcionan materia prima de calidad para la elaboración del jamón. En libertad los cerdos pueden llegar a vivir de diez a quince años."
Sus scrofa domestica,79,mating,La crianza de cerdos (también llamada porcicultura) utiliza la siguiente terminología:
Vaquita marina,80,habbit,"Las Vaquitas marinas pueden encontrarse solitarias, en parejas así como en grupos, formados por hasta 7 individuos. Estos animales tímidos y reservados no suelen realizar maniobras acrobáticas. Cuando salen a la superficie a respirar, se mueven lentamente y son bastante difíciles de ver, apenas perturban la superficie y vuelven a sumergirse en el agua. Como es habitual en los cetáceos, se sabe que estos animales utilizan la ecolocalización cuando buscan presas. Sin embargo, algunas especies de peces que consumen estos cetáceos emiten sonidos específicos, lo que sugiere que es probable que las Vaquitas marinas las encuentren gracias a estos sonidos en lugar de utilizar la ecolocalización. También utilizan la ecolocalización cuando se comunican con congéneres en zonas de aguas turbias."
Vaquita marina,80,appearance,"Es un cetáceo endémico de aguas mexicanas que habita en la reserva de la biósfera del alto golfo de California. La vaquita marina es uno de los cetáceos más pequeños del mundo. Así, en ningún otro sitio del mundo existe este sorprendente animal de 150 cm. que pesa hasta 50 kg. Una característica en esta especie es la apariencia sobresaliente de los labios. La parte superior del cuerpo es gris oscuro, la parte inferior es casi blanca o gris claro. Las aletas son proporcionalmente más grandes que en otras marsopas. Esta enigmática especie es muy tímida, y no salta como los delfines en la superficie del mar, sino simplemente emerge algunos segundos para tomar aire. Sumado a ello, la pesca con redes de ""enmalle"", lo que ha ocasionado que la vaquita marina se encuentre muy cerca de la extinción. Por lo que ver un espécimen vivo de la vaquita marina es casi imposible."
Vaquita marina,80,mating,"Se sabe poco acerca del ciclo de vida de las vaquitas. Los científicos siguen investigando muchas cosas, tales como su edad de maduración sexual, longevidad, ciclo de reproducción sexual y su interacción. Se han hecho suposiciones pero se necesita más investigación para establecer valores concretos, muchas de estas han sido estimadas debido al estudio de vaquitas que han sido abandonadas o atrapadas en las redes, otras se basan en investigaciones de otras especies de marsopas similares a la vaquita."
Binturong,81,habbit,"Los Binturong son activos tanto de día como de noche. Generalmente son animales solitarios, que pasan la mayor parte del tiempo moviéndose lenta y cautelosamente en las copas de los árboles. Viven en los árboles y son excelentes trepadores, pero debido a su gran tamaño, no son capaces de saltar entre los árboles y por lo tanto tienen que descender al suelo para pasar de un árbol a otro. También saben nadar y bucear bien, por lo que a menudo pasan tiempo en el agua para refrescarse cuando hace calor. Aunque suelen ser solitarios, no son raros los pequeños grupos de estos animales, normalmente formados por una pareja de macho y hembra y sus crías. En dicho grupo, la hembra es el adulto dominante. Esta especie es muy vocal y puede emitir una serie de sonidos, tanto para comunicarse como para lanzar una advertencia a las especies que considera una amenaza. Los sonidos de risa parecen indicar que están contentos y un aullido agudo significa que están enfadados. Los Binturong también utilizan su cola para comunicarse. Se desplazan suavemente, a menudo deteniéndose, y a menudo utilizan la cola para mantener el equilibrio, agarrándose a una rama."
Binturong,81,appearance,"El cuerpo del binturong es largo y pesado, con cortas y fuertes patas. Tiene un grueso pelaje de color negro. Su tupida cola prensil es gruesa en la raíz, volviéndose gradualmente más fina hasta el extremo, donde se riza hacia dentro. El hocico es corto y puntiagudo, algo levantado en la nariz y cubierto de pelos erizados, que se alargan a medida que divergen y forman un peculiar círculo alrededor de la cara. Los ojos son grandes, negros y prominentes. Las orejas son cortas, redondeadas, con bordes blancos y terminadas en mechones de pelo negro. Tiene seis incisivos cortos redondeados en cada mandíbula, dos caninos largos y afilados y seis molares en cada lado. El pelo de las patas traseras es corto y de color amarillento. Las zarpas traseras son de cinco dedos, con grandes garras fuertes. Tienen las plantas desnudas y se apoyan en el suelo a lo largo de toda su longitud; las patas traseras son más largas que las delanteras. La constitución general del binturong es similar a la de Paradoxurus y Paguma, pero la cola las patas y los pies son más masivos, la estructura de las glándulas odorífers es diferente y el rinario es más grande, más convexo y con la ranura mediana mucho más estrecha por encima. Los pelos del contorno del pelaje son mucho más largos y gruesos, y el pelo largo que cubre toda la parte posterior de las orejas se proyecta más allá de la punta como un mechón definido. La cola es más musculosa, especialmente en la base, y del mismo color que el cuerpo, pero comúnmente más pálida en la base. Los pelos del cuerpo son, a menudo, parcialmente blanquecinos, dando una apariencia moteada al pelaje, a veces tan pálido que todo el cuerpo es, en su mayoría, de color paja o gris, Los jóvenes son a menudo más pálidos que los adultos, y tienen la cabeza siempre manchada de gris. Las largas vibrisas son llamativamente blancas y hay un borde blanco en la cumbre del oído. El área glandular es blanquecina.  La cola es casi tan larga como la cabeza y el cuerpo, si el cuerpo oscila entre 71 y 84 cm, la cola es de 66 a 69 cm de largo.  Algunos binturongs cautivos se han medido de 76 a 91 cm en cabeza y cuerpo con una cola de 71 cm.  El peso medio de las hembras adultas cautivas es de 21,9 kg con un rango de 11 a 32 kg. Los animales cautivos a menudo pesan más que las contrapartes salvajes.   Ambos sexos tienen glándulas aromáticas; las hembras a ambos lados de la vulva y los machos entre el escroto y el pene.    Las glándulas emiten un olor que recuerda a palomitas de maíz, probablemente debido al compuesto volátil 2-acetil-1-pirrolina en la orina, que también se produce en la reacción de Maillard a altas temperaturas. "
Binturong,81,mating,"La edad media de maduración sexual es de 30,4 meses para las hembras y de 27,7 meses para los machos. El ciclo estroico del binturong dura de 18 a 187 días, con un promedio de 82,5 días. La gestación dura de 84 a 99 días. El tamaño de la camada en cautividad varía de uno a seis crías, con un promedio de dos crías por nacimiento. Los neonatos pesan entre 283,8 y 340,5 g. La fertilidad dura hasta los 15 años."
Elefante asiático,82,habbit,"Estos elefantes son mamíferos muy comunicativos. Por regla general, viven en manadas, formadas por más de 20 hembras. La hembra de más edad lidera al grupo en sus rutas de desplazamiento, en busca de alimento y fuentes de agua. A veces las manadas pueden dividirse en subgrupos más pequeños. Los elefantes macho, por el contrario, llevan una vida solitaria. De vez en cuando, sin embargo, envían y reciben mensajes de las manadas a grandes distancias mediante sonidos de alta frecuencia, imperceptibles para el oído humano. Los Elefantes asiáticos no son en absoluto Territoriales. Estos animales son diurnos y crepusculares. Comen y caminan al atardecer y al anochecer, mientras que se muestran absolutamente pasivos ante el calor diurno. Una fuente fiable de agua potable es una condición de vida obligatoria para los elefantes, ya que beben no menos de una vez al día."
Elefante asiático,82,appearance,"Como su pariente el elefante africano (Loxodonta africana), el elefante asiático está provisto de gran cabeza, trompa larga y musculosa, cuello corto casi inexistente, cuerpo grande en forma de barril y patas en forma de columna. Las diferencias entre ambas especies son abundantes: para empezar, los elefantes asiáticos son más pequeños, con 2,0-3,5 metros de altura frente a los 2,7-4,0 metros que alcanzan los elefantes africanos (desde los elefantes asiáticos de Borneo hasta los de Sri Lanka por parte de los asiáticos, y desde los elefantes de la selva hasta los de la sabana por parte de los africanos), de cabeza abombada, orejas más pequeñas y redondeadas que no cubren los hombros, espalda arqueada y cola proporcionalmente más larga, aunque también coronada por un penacho de pelos negros, los únicos de longitud considerable en su piel dura, gruesa y correosa. Al contrario que los elefantes africanos, no todos los elefantes indios presentan colmillos (que no son caninos, sino incisivos alargados); son largos y de tamaño considerable en la mayoría de los machos, pero las hembras con frecuencia carecen de ellos. De longitud en la cabeza y el cuerpo miden de 5,5 a 6,4 metros, la cola alcanza de 1,2 a 1,5 metros. En cuanto a los otros dientes, poseen 4 grandes molares de dimensiones y reemplazo similar al elefante africano, aunque de morfología algo diferente. Los pies de las patas delanteras tienen cinco dedos en forma de pezuña, y los de las patas traseras, cuatro. El extremo de la trompa sólo presenta un lóbulo. A pesar de sus 5 toneladas de peso, los elefantes indios se mueven con relativa agilidad y de forma bastante segura, incluso en terrenos montañosos. La velocidad promedio de la marcha es de 5-6 kilómetros por hora, aunque pueden correr a más de 40 km/h si se asustan o enfadan. Son buenos y resistentes nadadores, cualidad que en el pasado les permitió colonizar algunas islas de Indonesia a las que no se podía llegar andando, ni siquiera durante la bajada de los mares típica del Pleistoceno. Los individuos salvajes viven en los bosques tropicales asiáticos, donde se alimentan de una amplia gama de hojas y frutas, en manadas compuestas por hembras (entre las que se encuentra una más vieja, la matriarca, que dirige el grupo), sus crías y a menudo un macho viejo, acompañado ocasionalmente de otro joven. La mayoría de los machos, sin embargo, abandonan el grupo cuando llegan a la adolescencia y llevan a cabo una vida solitaria, acercándose solamente a las manadas de hembras cuando perciben por infrasonidos que una de ellas desea reproducirse. Entonces los machos compiten entre sí, y el que resulte vencedor se aparea con la hembra en caso de que ella lo acepte (cosa que tampoco sucede a menudo). Después de 22 meses nace una única cría que mama, en ocasiones, hasta los 5 años, aunque puede seguir a la manada a los 3 o 4 días de nacer y hacia los 6 meses ya comienza a ingerir materia vegetal. Las crías son vulnerables a los ataques de los leopardos y especialmente de los tigres, por lo que los integrantes de la manada cooperan para no perder de vista a los más pequeños."
Elefante asiático,82,mating,"Los elefantes asiáticos son polígamos, lo que significa que un macho puede aparearse con varias hembras. Antes del apareamiento, los machos realizan peleas para revelar cuál es el macho dominante (el que se apareará con el grupo de hembras). Los elefantes asiáticos se aparean durante todo el año, sin referencia a una estación del año. En condiciones favorables, una hembra puede parir una vez cada 3-4 años. El periodo de gestación dura bastante, entre 18 y 22 meses, tras los cuales nace una sola cría. La cría se alimenta de la leche materna de su madre, así como de otras hembras lactantes si es necesario. Unos meses más tarde, la cría añade hierba a su Dieta diaria mientras sigue alimentándose de leche materna hasta el año y medio. Incluso después del destete, la madre sigue cuidando y protegiendo a su cría. La madurez reproductiva se alcanza en torno a los 14 años. Sin embargo, no es tan fácil para los machos; sólo se les permite aparearse cuando son capaces de dominar a Otros machos de la zona."
Gaur,83,habbit,"Por lo general, los gaur son más activos por la mañana y por la noche. Sin embargo, pueden ser activos durante el día o incluso volverse Nocturnos, cuando viven cerca de asentamientos humanos. Estos animales sociables se reúnen en manadas, que contienen de 8 a 11 individuos o más. Una manada de gaur incluye hembras y un macho dominante. El área de distribución de cada manada abarca un territorio de unos 78 kilómetros cuadrados (30 millas cuadradas). Los toros suelen congregarse en manadas de solteros, mientras que los machos más viejos prefieren ocasionalmente vivir en solitario. Ante una amenaza, el toro suele bajar la cabeza y la grupa, atacando al rival por el flanco con sus cuernos. Cuando se alarman, estos animales emiten una llamada conocida como ""bufido silbante""."
Gaur,83,appearance,"El gaur tiene una longitud de cabeza y cuerpo de 250-330 cm con una cola de 70-105 cm de largo, y midiendo de 165 a 220 cm de alto. El peso promedio de un gaur adulto es de 650 a 1000 kg. Los machos son un cuarto más grandes y más pesados que las hembras."
Gaur,83,mating,"Los gaur tienen una cría (u ocasionalmente dos) después de un período de gestación de unos 275 días, cerca de nueve meses. Los terneros son destetados normalmente entre los 7 a 12 meses. La madurez sexual se produce en el segundo o tercer año de las hembras. La cría se realiza durante todo el año, pero normalmente alcanza su máximo entre diciembre y junio. La vida útil de un gaur en cautiverio es de hasta 30 años."
Rata topo desnuda,84,habbit,"Las Ratas topo desnudas son mamíferos eusociales (la clasificación más alta de socialidad). Viven en grupos con una media de 75 a 80 individuos. Sólo una hembra (la reina) y de 1 a 3 machos se reproducen, mientras que el resto de los miembros de la colonia funcionan como obreros. Las obreras más pequeñas se centran en la recolección de alimentos y el mantenimiento del nido, mientras que las obreras más grandes son más reactivas en caso de ataque. Los miembros no reproductores de la colonia participan en el cuidado cooperativo de las crías producidas por la hembra reproductora. Esto ocurre gracias a que las obreras evitan que las crías se extravíen, buscan comida, las acicalan, contribuyen a la extensión de los túneles y las mantienen calientes. Los grupos viven juntos bajo tierra en complejos sistemas de madrigueras. Estos animales construyen sistemas de túneles que pueden alcanzar hasta 3-5 kilómetros (2-3 mi) de longitud acumulada. Los túneles tienen cámaras, habitaciones con comida y zonas de aseo. Las Ratas topo desnudas encuentran su alimento en las profundidades subterráneas porque nunca salen a la superficie. Al vivir en una oscuridad constante, la mayoría de las Ratas topo desnudas poseen un patrón de actividad libre y están activas tanto de día como de noche; duermen durante cortos periodos de tiempo varias veces entre medias."
Rata topo desnuda,84,appearance,"Los ojos de la Rata topo desnuda son bastante pequeños y su agudeza visual es escasa. Sus patas son delgadas y cortas; sin embargo, son muy hábiles moviéndose bajo tierra y pueden retroceder tan rápido como avanzar. Sus grandes y salientes dientes les sirven para cavar y sus labios están sellados justo detrás de los dientes, lo que impide que la tierra les llene la boca mientras cavan. Las Ratas topo desnudas tienen poco pelo (de ahí su nombre común) y la piel arrugada de color rosado o amarillento. Carecen de una capa aislante en la piel."
Rata topo desnuda,84,mating,"La Rata topo desnuda tiene un sistema de apareamiento poliándrico en el que una hembra se aparea con varios machos durante una temporada de cría. En cada grupo hay una sola reina y de 1 a 3 machos reproductores. Las relaciones entre la reina y los machos reproductores pueden durar muchos años; Otro tipo de hembras son temporalmente estériles. Las reinas viven entre 13 y 18 años y son extremadamente hostiles a otras hembras que se comportan como reinas o que producen hormonas para convertirse en reinas. Cuando la reina muere, otra hembra ocupa su lugar, a veces tras una violenta lucha con sus competidoras. En estado Silvestre, las Ratas topo desnudas suelen criar una vez al año, si la camada sobrevive. En cautividad, crían durante todo el año y pueden producir una camada cada 80 días. La reina da a luz a una camada que suele oscilar entre 3 y 12 crías, pero que puede llegar a tener 28. El periodo de gestación dura unos 70 días. Las crías nacen ciegas y pesan unos 2 gramos (0,07 oz). La reina las amamanta durante el primer mes; después, los Otros miembros de la colonia las alimentan con heces hasta que tienen edad suficiente para comer alimentos sólidos. Tanto las hembras como los machos alcanzan la madurez reproductiva al año de edad."
Civeta de las palmeras común,85,habbit,"La Civeta de las palmeras común lleva un Estilo de vida solitario, excepto durante breves periodos durante el apareamiento. Son tanto Terrestres como Arborícolas, siendo activas durante la noche con picos entre el atardecer y después de medianoche. Durante el día suelen descansar en los árboles o en el interior de las grietas de las rocas. Todas las civetas palmeras son más activas cuando hay abundante comida y cuando los Depredadores están fuera. La presencia de comida también afecta a si las civetas tienen territorios que se solapan o no. Cuando hay comida disponible en su Región, los territorios no se solapan, pero cuando las civetas necesitan buscar comida suelen viajar a Otros territorios. Los machos viajan más lejos en un día que las hembras. Estos animales son expertos trepadores pero menos ágiles que otras civetas porque su cola no es prensil. Se mueven más despacio y necesitan agarrarse a las ramas para pasar de un árbol a otro, en lugar de saltar. Las civetas de las palmeras comunes suelen ser silenciosas pero pueden producir sonidos similares a maullidos. Cuando se sienten amenazadas gruñen, sisean y escupen. En lugar de utilizar vocalizaciones, estos animales utilizan su glándula odorífera como principal vía de comunicación. Marcan sus territorios arrastrando sus glándulas anales por el suelo."
Civeta de las palmeras común,85,appearance,"Su longitud total oscila entre 120 y 130 cm, de los que la cola representa aproximadamente la mitad. Su peso medio es de 3,2 kg. Su largo y achaparrado cuerpo se encuentra cubierto de un pelo hirsuto y tosco, generalmente de color grisáceo, con tonos negros en zarpas, orejas y hocico. Presenta tres filas de manchas negras en el cuerpo. Las manchas de la cara le dotan de parecido con el mapache. La cola no presenta manchas en forma de anillo, a diferencia de otras especies de civetas de las palmeras. Su nombre científico hace referencia al hecho de que ambos sexos presentan ciertas glándulas bajo la cola que se asemejan a testículos. Su fórmula dental es la siguiente:  3/3, 1/1, 4/4, 2/2 = 40."
Civeta de las palmeras común,85,mating,"Debido a sus hábitos Solitarios y Nocturnos, se conoce poca información sobre el sistema de apareamiento de la Civeta de las palmeras común. Se reproducen durante todo el año y tienen hasta dos camadas al año. Eligen el árbol de descanso para aparearse, parir y cuidar de las crías y permanecerán allí todo el periodo de apareamiento. Las hembras dan a luz entre 2 y 5 cachorros tras un periodo de gestación que dura 2 meses. Las crías nacen con los ojos cerrados y sólo pesan unos 80 gramos. Sus ojos se abren alrededor de los 11 días y a los 2 meses de edad ya están destetados. Las civetas jóvenes se independizan a los 3 meses de edad y alcanzan la madurez reproductiva cuando tienen un año."
Ciervo común,86,habbit,"Los ciervos comunes son animales sociales que viven en manadas estivales de hasta 400 individuos. Los ciervos maduros suelen permanecer en grupos de un solo sexo durante la mayor parte del año. Los machos conservan la cornamenta durante más de la mitad del año y son menos gregarios y menos propensos a agruparse con otros machos cuando tienen cornamenta. La cornamenta les proporciona autodefensa, al igual que una fuerte acción de pataleo con las patas delanteras que realizan ambos sexos cuando son atacados. Una vez que se desprenden de la cornamenta, los machos suelen formar grupos de solteros que les permiten trabajar juntos de forma cooperativa. Las manadas cuentan con uno o varios miembros que vigilan en busca de posibles peligros, mientras los restantes comen y descansan. Tras el celo, las hembras forman grandes manadas de hasta 50 individuos. Las crías recién nacidas se mantienen cerca de las hembras mediante una serie de vocalizaciones entre ambas, y las guarderías más grandes tienen un parloteo continuo y constante durante las horas diurnas. Cuando se les acercan los Depredadores, las hembras más grandes y robustas pueden hacer una parada, utilizando sus patas delanteras para patear a sus atacantes. También pueden emplear gruñidos guturales y posturas. Los ciervos comunes ramonean a primera hora de la mañana y a última de la tarde. Durante el día y a última hora de la noche están inactivos, pasando la mayor parte de este tiempo masticando el bolo alimenticio."
Ciervo común,86,appearance,"El ciervo común es un ciervo de gran tamaño (sólo superado por el alce y el uapití dentro del conjunto de los cérvidos vivos), con un tamaño ordinario de 160 a 250 cm de longitud y un peso en los machos de hasta 200 kg. Esta especie presenta dimorfismo sexual, siendo las hembras más pequeñas y menos corpulentas que los machos; nunca presentan cuernas. Los individuos de sexo masculino presentan cuernas que renuevan cada año y, en algunas subespecies, una densa melena de pelo oscuro en cuello y hombros. El color del pelo es normalmente pardo en todo el cuerpo salvo en el vientre y los glúteos, blanquecinos, y puede variar en la intensidad de su tonalidad según los individuos. Las crías de pocos meses presentan una coloración rojiza, con manchas y rayas blancas que les ayudan a esconderse de los depredadores. La dieta de esta especie es exclusivamente herbívora, con más peso de las hojas sobre las hierbas. "
Ciervo común,86,mating,"Los ciervos comunes son polígamos, lo que significa que un macho se aparea con varias hembras. Durante la época de apareamiento, llamada celo, los machos maduros compiten por la atención de las hembras y luego intentarán defender a las ciervas que atraigan. Los machos rivales desafían a sus oponentes dando golpes y caminando en paralelo. Los machos dominantes siguen a grupos de hembras durante el celo, desde agosto hasta principios del invierno. Pueden llegar a tener hasta 20 hembras para mantenerlas alejadas de Otros machos menos atractivos. Los machos de ciervo europeo emiten un rugido característico durante el celo, que es una adaptación a los entornos boscosos. El macho ruge para mantener unido a su harén de hembras y cuando compite con otros machos por las hembras durante el celo. Las hembras pueden producir uno o muy raramente dos cervatillos al año. El periodo de gestación es de 240 a 262 días y el cervatillo pesa unos 15 kg (35 lb). A las dos semanas puede unirse a la manada y se desteta completamente a los dos meses. Las crías permanecerán con sus madres durante casi un año completo y se marcharán antes de que nazca la siguiente cría. Las hembras de ciervo rojo alcanzan la madurez reproductiva a los 2 años de edad, mientras que los machos suelen esperar a que pasen unos años para poder competir con los machos más maduros."
Murciélago diadema de filipinas,87,habbit,"El Murciélago diadema de filipinas es generalmente una criatura Nocturna, que busca comida por la noche. Este animal puede volar una enorme distancia de hasta 40 km por noche cuando busca comida. Durante la temporada en la que hay frutas disponibles, estos animales suelen reunirse en grandes colonias de hasta 150.000 individuos, normalmente en zonas con abundancia de frutas. Al vivir en estas grandes agregaciones, los individuos pueden calentarse y escapar de los Depredadores. No sólo forman colonias de congéneres, sino que también se dan en concentraciones mixtas con los zorros voladores malayos. Los Murciélagos diadema de filipinas descansan en la característica posición boca abajo. Su vista bien desarrollada les ayuda a navegar por el entorno, así como a detectar comida, a diferencia de otros murciélagos, que se basan principalmente en la ecolocalización."
Murciélago diadema de filipinas,87,appearance,"Los megaquirópteros reciben generalmente el nombre de murciélagos de la fruta o también «zorros voladores» a causa de su semejanza facial con los zorros. El zorro volador filipino es un buen ejemplo de este parecido. Carecen de cola, tienen un largo hocico puntiagudo comparado con el de los microquirópteros y pequeñas orejas que les dan el aspecto de un zorro con alas. Tiene unos grandes ojos y, como los demás megaquirópteros, carecen de ecolocalización. Están considerados como los mayores murciélagos del mundo, con una envergadura media de 1,5 m y un peso de hasta 1,2 kg (aunque Pteropus vampyrus tiene una envergadura algo mayor, tiene menos peso). Los machos son mayores y más pesados que las hembras. "
Murciélago diadema de filipinas,87,mating,"Los zorros voladores Murciélago diadema de filipinas se dan típicamente en poblaciones aisladas, por lo que el sistema reproductivo y el comportamiento de esta especie son poco conocidos. Sin embargo, se sabe que otras especies de zorros voladores exhiben un sistema de apareamiento poligínico, en el que los machos se aparean con muchas hembras durante una temporada de cría. Se cree que estos murciélagos tienen dos temporadas de cría al año, pero cada hembra produce crías sólo una vez al año. No se conocen ni el momento exacto de la temporada de cría ni la duración del embarazo. Por lo general, las hembras dan a luz en abril-junio y tienen una sola cría, que se aferra al pelaje de su madre con las garras. La madre cuidará de su cría, amamantándola y abanicándola con el ala para mantenerla fresca. Las hembras de murciélago están listas para tener descendencia propia a los 2 años."
